cropRegCode,state,year,season,Registered Area,Inspected Area,Certified Area,Crop,Variety,CropCode,VarietyCode,Source Class,Destination Class,Estimated Yeild (Qtl),Intake Quantity,Intake Verified Quantity,Sowing Week,Sowing Month,Harvesting Week,harvesting month,District,Block,Village,Sowed Quantity,cropPattern,typeOfSowing,cropCondition,Tc Quantity
K23-2-733,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Hasanta,C002,V416,BREEDER,FOUNDATION I,45,32,32,Week 1,JULY,Week 2,DECEMBER,KHORDHA,BHUBANESWAR,Nistarinipur,0.6,Sole Cropping,Transplanting,good,30
R23-2-952,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 3,APRIL,PURI,DELANGA,Sadangoi Dakhinabar,0.4,Sole Cropping,Drilling,average,13.5
K23-4-312,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,LALAT (IET-9947),C002,V011,FOUNDATION I,CERTIFIED I,120,105,105,Week 4,JULY,Week 5,NOVEMBER,KORAPUT,KOTPAD,Dhamonahandi(Dhamanahandi),1.4,Sole Cropping,Transplanting,good,120
R23-8-1110,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,13.2,13,13,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Chitmishra,0.4,Sole Cropping,Broadcasting,good,14
R23-2-183,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,BREEDER,FOUNDATION I,14,14.5,14.5,Week 2,JANUARY,Week 3,APRIL,PURI,NIMAPADA,Renchsasan,0.4,Sole Cropping,Drilling,average,14
K23-7-517,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU 1075 (IET 18482),C002,V015,FOUNDATION I,CERTIFIED I,55,60.28,60.28,Week 3,JULY,Week 4,NOVEMBER,BALANGIR,LOISINGA,Fatabahal,0.6,Sole Cropping,Transplanting,good,54.8
R23-8-823,Odisha,2023-24,RABI (2023-24),1,1,1,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,6.5,7,7,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Tentula,0.2,Sole Cropping,Broadcasting,good,7
R23-2-130,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 4,APRIL,PURI,PIPILI,Patasahanipur,0.4,Sole Cropping,Drilling,average,13.5
R23-8-1942,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,12.8,12.5,12.5,Week 1,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Baliapal,0.4,Sole Cropping,Broadcasting,good,13
R23-8-1634,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,10,10,10,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Sankhua,0.4,Sole Cropping,Broadcasting,good,10
R23-8-1402,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,15,15,15,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Hatimunda,0.4,Sole Cropping,Broadcasting,good,15
K23-1-933,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Hasanta,C002,V416,FOUNDATION I,CERTIFIED I,110,121,121,Week 1,AUGUST,Week 3,DECEMBER,BARGARH,BARGARH,Deogaon,0.6,Sole Cropping,Transplanting,good,110
R23-8-1401,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.8,14.5,14.5,Week 4,JANUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Hatimunda,0.36,Sole Cropping,Broadcasting,good,15
R23-8-967,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.6,14.5,14.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Raibania,0.36,Sole Cropping,Broadcasting,good,15
R23-8-1022,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,12,12,12,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Nayabali,0.4,Sole Cropping,Broadcasting,good,13
R23-8-1632,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,9,9,9,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Bishnupur,0.4,Sole Cropping,Broadcasting,average,9.5
R23-8-1263,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14,14,14,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BHOGRAI,Subhanandipur,0.36,Sole Cropping,Broadcasting,good,14
R23-8-2135,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,9,9,9,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,JALESWAR,Paikasida,0.4,Sole Cropping,Broadcasting,good,9.5
R23-2-689,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 2,MAY,PURI,PIPILI,Orakol,0.4,Sole Cropping,Drilling,average,13.5
R23-5-98,Odisha,2023-24,RABI (2023-24),2,2,2,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 49 (NBeG49),C012,V442,FOUNDATION I,CERTIFIED I,20,22,22,Week 2,DECEMBER,Week 4,APRIL,KENDUJHAR,HATADIHI,Jamhira,1,Sole Cropping,Broadcasting,good,28
R23-5-139,Odisha,2023-24,RABI (2023-24),2,2,2,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 452 (NbeG 452),C012,V557,FOUNDATION I,CERTIFIED I,24,26,26,Week 2,DECEMBER,Week 4,MARCH,KENDUJHAR,GHATGAON,Mathurapasi,1,Sole Cropping,Broadcasting,average,27
R23-5-548,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 302-2 (KANIKA),C015,V624,FOUNDATION I,CERTIFIED I,16,14,14,Week 1,JANUARY,Week 3,APRIL,MAYURBHANJ,JOSHIPUR,Bakartala,0.4,Sole Cropping,Broadcasting,good,14
R23-8-1260,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,13,13,13,Week 1,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Nepura,0.4,Sole Cropping,Broadcasting,good,14
R23-2-1035,Odisha,2023-24,RABI (2023-24),1,1,1,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,7,7,7,Week 2,JANUARY,Week 3,APRIL,PURI,DELANGA,Beraboi,0.2,Sole Cropping,Drilling,average,7
R23-8-1889,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),PM-8 (PM 09-6),C015,V558,FOUNDATION I,CERTIFIED I,13.2,13,13,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Bararoutpara,0.4,Sole Cropping,Broadcasting,good,14
R23-2-1092,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 4,APRIL,PURI,NIMAPADA,Resinga,0.4,Sole Cropping,Drilling,average,13.5
K23-7-337,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Tarangini (MTU 1156),C002,V379,FOUNDATION I,CERTIFIED I,53,53,53,Week 1,JULY,Week 1,NOVEMBER,BALANGIR,AGALPUR,Semelmunda,0.6,Sole Cropping,Transplanting,good,53
R23-5-270,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13,13,Week 3,JANUARY,Week 1,MAY,MAYURBHANJ,JOSHIPUR,Kajala,0.4,Sole Cropping,Broadcasting,good,14
R23-8-2231,Odisha,2023-24,RABI (2023-24),4,4,4,Black gram (Biri),Kota Urd-4,C011,V610,FOUNDATION II,CERTIFIED I,33.6,33.6,33.6,Week 1,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Nayabali,0.8,Sole Cropping,Broadcasting,good,33.5
K23-7-895,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,MTU-1001(VIJETHA),C002,V127,FOUNDATION I,CERTIFIED I,159,158,158,Week 1,JULY,Week 3,NOVEMBER,SONEPUR,BINIKA,Nagapali,1.8,Sole Cropping,Transplanting,good,158
R23-8-933,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.6,14.5,14.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Ajodhya,0.36,Sole Cropping,Broadcasting,good,15
R23-2-303,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,14.5,14.5,Week 2,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Aloi,0.4,Sole Cropping,Broadcasting,good,13.5
R23-2-699,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13,13,13,Week 2,JANUARY,Week 2,MAY,PURI,PIPILI,Lohapur,0.4,Sole Cropping,Drilling,average,13
K23-1-1260,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,PRATIKSHYA (ORS 201-5)(IET-15191),C002,V097,FOUNDATION I,CERTIFIED I,110,45,45,Week 3,JUNE,Week 5,NOVEMBER,SAMBALPUR,BAMRA,Dangajore,0.01,Sole Cropping,Transplanting,good,105
R23-8-1000,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,12.6,12.5,12.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Padhiharipur,0.4,Sole Cropping,Broadcasting,good,13.5
K23-2-48,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,80,40,40,Week 1,AUGUST,Week 3,DECEMBER,PURI,NIMAPADA,Bhanapur,1,Sole Cropping,Transplanting,average,40
R23-2-912,Odisha,2023-24,RABI (2023-24),1,1,1,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,7,7,7,Week 2,JANUARY,Week 3,APRIL,PURI,PIPILI,Jagannathpur,0.2,Sole Cropping,Broadcasting,good,7
R23-8-1118,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,12.6,12.5,12.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Paikasida,0.4,Sole Cropping,Broadcasting,good,13
K23-1-1703,Odisha,2023-24,KHARIF (2023),3,3,3,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,30,30,30,Week 3,AUGUST,Week 1,NOVEMBER,JHARSUGUDA,LAKHANPUR,Amapali,4.4,Sole Cropping,Dibbling,good,30
K23-8-539,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,92,74,74,Week 2,AUGUST,Week 5,NOVEMBER,BALESHWAR,KHAIRA,Aliha,1,Sole Cropping,Transplanting,good,74
K23-1-307,Odisha,2023-24,KHARIF (2023),2,2,1,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,FOUNDATION I,CERTIFIED I,40,44,0,Week 2,JULY,Week 3,NOVEMBER,BARGARH,PAIKMAL,Sapalahar,1,Sole Cropping,Transplanting,good,40
R23-8-2216,Odisha,2023-24,RABI (2023-24),4,4,4,Black gram (Biri),Kota Urd-4,C011,V610,FOUNDATION II,CERTIFIED I,33.2,33.2,33.2,Week 1,JANUARY,Week 1,MAY,BALESHWAR,BALIAPAL,Nayabali,0.8,Sole Cropping,Broadcasting,good,34
R23-2-938,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,PURI,DELANGA,Jagadalapur,0.4,Sole Cropping,Drilling,average,13.5
K23-6-558,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,FOUNDATION I,CERTIFIED I,40,27.5,27.5,Week 3,JULY,Week 6,NOVEMBER,GAJAPATI,GUMMA,Jogipadu,0.4,Sole Cropping,Transplanting,good,25
R23-8-2220,Odisha,2023-24,RABI (2023-24),4,4,4,Black gram (Biri),Kota Urd-4,C011,V610,FOUNDATION II,CERTIFIED I,33.6,33.6,33.6,Week 1,JANUARY,Week 1,MAY,BALESHWAR,BALIAPAL,Nayabali,0.8,Sole Cropping,Broadcasting,good,34
R23-2-496,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 4,APRIL,PURI,PIPILI,Kothabad No-3,0.4,Sole Cropping,Broadcasting,good,13.5
R23-5-343,Odisha,2023-24,RABI (2023-24),2,2,1,Green Gram(Mung),IPM 302-2 (KANIKA),C015,V624,FOUNDATION I,CERTIFIED I,7,7,7,Week 1,JANUARY,Week 1,MAY,MAYURBHANJ,SAMAKHUNTA,Ambadali,0.4,Sole Cropping,Broadcasting,average,7
R23-8-2021,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,14,14,Week 3,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Chhachina,0.4,Sole Cropping,Broadcasting,good,14
R23-8-1959,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,9,9.5,9.5,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,JALESWAR,Chitmishra,0.4,Sole Cropping,Broadcasting,good,9.5
K23-7-852,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU 1075 (IET 18482),C002,V015,FOUNDATION I,CERTIFIED I,55,60.28,60.28,Week 2,JULY,Week 3,NOVEMBER,BALANGIR,BALANGIR,Duanpali,0.6,Sole Cropping,Transplanting,good,54.8
R23-8-1251,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.2,14,14,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BHOGRAI,Ganeshwarpur,0.36,Sole Cropping,Broadcasting,good,14.5
K23-7-556,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,53,58.08,58.08,Week 2,JULY,Week 4,NOVEMBER,BALANGIR,LOISINGA,Banjari,0.6,Sole Cropping,Transplanting,good,52.8
R23-2-719,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,11,11,Week 3,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Somanasasan,0.4,Sole Cropping,Broadcasting,good,10
K23-7-282,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-1001(VIJETHA),C002,V127,FOUNDATION I,CERTIFIED I,106,106,106,Week 1,JULY,Week 3,NOVEMBER,BALANGIR,LOISINGA,Kusmel,1.2,Sole Cropping,Transplanting,good,106
R23-8-2236,Odisha,2023-24,RABI (2023-24),4,4,4,Black gram (Biri),Kota Urd-4,C011,V610,FOUNDATION II,CERTIFIED I,34,34,34,Week 1,JANUARY,Week 1,MAY,BALESHWAR,BALIAPAL,Nayabali,0.8,Sole Cropping,Broadcasting,good,34
R23-2-300,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,14.5,14.5,Week 2,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Guapur,0.4,Sole Cropping,Broadcasting,good,13.5
K23-4-876,Odisha,2023-24,KHARIF (2023),2,2,2,Turmeric,SURAMA,C099,V490,CERTIFIED I,CERTIFIED II,212,106,106,Week 5,JUNE,Week 4,FEBRUARY,KORAPUT,SEMILIGUDA,Charangul,30,Sole Cropping,Dibbling,average,
R23-8-429,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,10,10,10,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Bishnupur,0.4,Sole Cropping,Broadcasting,average,11
R23-2-1111,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,13.5,13.5,Week 3,JANUARY,Week 4,APRIL,PURI,NIMAPADA,Resinga,0.4,Sole Cropping,Drilling,average,13.5
K23-2-724,Odisha,2023-24,KHARIF (2023),2.5,2.5,2.5,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,100,110,110,Week 2,JULY,Week 2,DECEMBER,PURI,NIMAPADA,Kanapur,2,Sole Cropping,Transplanting,average,100
K23-4-643,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,120,77,77,Week 4,JUNE,Week 5,NOVEMBER,NABARANGPUR,Umarkote Municipality,Umarkote (M) - Ward No.12,1.6,Sole Cropping,Transplanting,good,70
R23-8-1843,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,13.6,13.5,13.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Kespura,0.4,Sole Cropping,Broadcasting,good,14
K23-7-1509,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,156,90,90,Week 3,JUNE,Week 1,DECEMBER,SONEPUR,ULLUNDA,Hingama,1.8,Sole Cropping,Transplanting,good,90
R23-2-648,Odisha,2023-24,RABI (2023-24),1,1,1,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,7,7,7,Week 2,JANUARY,Week 3,APRIL,PURI,GOP,Inchol,0.2,Sole Cropping,Drilling,average,7
R23-8-1173,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14,14,14,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Belua,0.4,Sole Cropping,Broadcasting,good,14
R23-2-518,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 4,APRIL,PURI,SATYABADI,Dugala,0.4,Sole Cropping,Drilling,average,13.5
R23-8-1797,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,12.2,12,12,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Paikasida,0.4,Sole Cropping,Broadcasting,good,13
R23-8-2238,Odisha,2023-24,RABI (2023-24),3,3,3,Black gram (Biri),Kota Urd-4,C011,V610,FOUNDATION II,CERTIFIED I,25.2,25.2,25.2,Week 1,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Nayabali,0.48,Sole Cropping,Broadcasting,good,26
K23-2-619,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,GAYATRI (IET-8022),C002,V059,FOUNDATION I,CERTIFIED I,80,60,60,Week 2,JULY,Week 2,DECEMBER,PURI,GOP,Murkundi,1,Sole Cropping,Transplanting,average,60
R23-5-269,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13,13,Week 3,JANUARY,Week 5,APRIL,MAYURBHANJ,UDALA,Radho,0.4,Sole Cropping,Broadcasting,good,14
R23-8-2036,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,13,13,13,Week 3,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Chhachina,0.4,Sole Cropping,Broadcasting,good,13
K23-2-772,Odisha,2023-24,KHARIF (2023),0.8,0.8,0.8,PaddyDhan,LALAT (IET-9947),C002,V011,BREEDER,FOUNDATION I,33.6,30,30,Week 3,JULY,Week 2,DECEMBER,KHORDHA,BHUBANESWAR,Mohanpur,0.4,Sole Cropping,Transplanting,good,30
R23-8-2252,Odisha,2023-24,RABI (2023-24),3,3,3,Lentil (Masur),Shekhar-5 (KLS-122),C019,A0309092,FOUNDATION II,CERTIFIED I,36,36,36,Week 2,DECEMBER,Week 2,MAY,BALESHWAR,BHOGRAI,Teghari,0.6,Sole Cropping,Broadcasting,good,35.5
R23-8-1285,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,13.5,13.5,13.5,Week 1,JANUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Sethpura,0.4,Sole Cropping,Broadcasting,good,14
K23-7-347,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-1010 (COTTONDORA SANNALU),C002,V045,FOUNDATION I,CERTIFIED I,100,100,100,Week 1,JULY,Week 3,NOVEMBER,KALAHANDI,GOLAMUNDA,Farang,1.2,Sole Cropping,Transplanting,good,100
R23-8-1948,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,9,9.5,9.5,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,JALESWAR,Chitmishra,0.4,Sole Cropping,,good,9.5
K23-1-1043,Odisha,2023-24,KHARIF (2023),1.2,1.2,0.6,PaddyDhan,MTU-1280,C002,V525,FOUNDATION I,CERTIFIED I,30,30,30,Week 4,JULY,Week 2,NOVEMBER,BARGARH,BHATLI,Hatisar,0.8,Sole Cropping,Transplanting,good,57.5
K23-8-154,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,Kalachampa,C002,V372,BREEDER,FOUNDATION I,168,149.8,149.8,Week 4,JUNE,Week 1,DECEMBER,BALESHWAR,KHAIRA,Sanjaypur,1.4,Sole Cropping,Transplanting,good,147
R23-8-1242,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,12.6,13,13,Week 1,JANUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Remu,0.4,Sole Cropping,Broadcasting,good,13.5
K23-4-673,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-1010 (COTTONDORA SANNALU),C002,V045,CERTIFIED I,CERTIFIED II,80,88,88,Week 2,JULY,Week 3,NOVEMBER,KORAPUT,JEYPORE,Ghirigam,1,Sole Cropping,Transplanting,good,80
K23-4-916,Odisha,2023-24,KHARIF (2023),4,4,2.5,Turmeric,Roma (PTS-10),C099,V464,CERTIFIED I,CERTIFIED II,225,224.8,224.8,Week 5,JUNE,Week 4,FEBRUARY,KORAPUT,LAXMIPUR,Balingi,60,Sole Cropping,Dibbling,good,
R23-8-2027,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14.6,14.5,14.5,Week 2,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Tapandia-1,0.4,Sole Cropping,Broadcasting,good,15
R23-8-1879,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,12.8,13,13,Week 4,JANUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Chitmishra,0.4,Sole Cropping,Broadcasting,good,13.5
R23-8-1701,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,11,11,11,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BALESHWAR,Gobinda,0.4,Sole Cropping,Broadcasting,good,12
R23-8-2223,Odisha,2023-24,RABI (2023-24),4,4,4,Black gram (Biri),Kota Urd-4,C011,V610,FOUNDATION II,CERTIFIED I,34,34,34,Week 1,JANUARY,Week 1,MAY,BALESHWAR,BALIAPAL,Nayabali,0.8,Sole Cropping,Broadcasting,good,34
K23-4-871,Odisha,2023-24,KHARIF (2023),3,3,2,Turmeric,SURAMA,C099,V490,CERTIFIED I,CERTIFIED II,150,150,150,Week 5,JUNE,Week 4,FEBRUARY,KORAPUT,SEMILIGUDA,Lunguri,45,Sole Cropping,Dibbling,good,
R23-2-609,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13.6,13.5,13.5,Week 2,JANUARY,Week 4,APRIL,PURI,PIPILI,Dandamukunda pur,0.4,Sole Cropping,Drilling,average,13.5
R23-8-1001,Odisha,2023-24,RABI (2023-24),2,2,1.8,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,10.8,11,11,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Jamkunda,0.4,Sole Cropping,Broadcasting,good,11.5
R23-8-1368,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Belgan,0.4,Sole Cropping,Broadcasting,good,14
R23-8-1303,Odisha,2023-24,RABI (2023-24),2,2,1.7,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,10.2,10,10,Week 1,JANUARY,Week 4,APRIL,BALESHWAR,BASTA,Nabada,0.4,Sole Cropping,Broadcasting,good,11
